,,Game Options:,Stereo And L=A,Stereo And L=A,,,Game Options:,Stereo And Help,Stereo And Help,,,Game Options:,Stereo And LR,Stereo And LR,,,Game Options:,Mono And L=A,Mono And L=A,,,Game Options:,Mono And Help,Mono And Help,,,Game Options:,Mono And LR,Mono And LR,,,Game Options:,Mono And LR,Mono And LR,,,Game Options:,Mono And L=A,Mono And L=A,,,Game Options:,Mono And Help,Mono And Help,,,Game Options:,Stereo And Help,Stereo And Help,,,Game Options:,Stereo And LR,Stereo And LR,,,Game Options:,Stereo And L=A,Stereo And L=A,,,Game Options:,Stereo And L=A,Stereo And L=A,,,Game Options:,Mono And L=A,Mono And L=A
236,38466,38512,DB3D,DB3C,,38457,38504,DB35,DB3C,,38457,38504,DB3D,DB3C,,38466,38512,DB24,DB23,,38483,38529,DB27,DB2E,,38466,38512,DB2D,DB2C,,38483,38529,23D5,23D4,,38457,38504,DB1C,DB1B,,38491,38537,23D6,23DD,,38474,38521,23EB,23F2,,38432,38479,CFC3,CFC2,,38457,38504,DB2C,DB2B,,38424,38470,6242,6241,,38474,38521,DB18,DB17
237,38474,38521,23F2,23F1,,38474,38521,23FB,2402,,38474,38521,2403,2402,,38483,38529,23D4,23D3,,38499,38546,23DE,23E5,,38483,38529,23E6,23E5,,38499,38546,6C9B,6C9A,,38474,38521,23D6,23D5,,38499,38546,6C9C,6CA3,,38491,38537,6C9C,6CA3,,38441,38487,6240,623F,,38474,38521,23EA,23E9,,38466,38512,8D2A,8D29,,38491,38537,23D1,23D0
238,38491,38537,6CA3,6CA2,,38491,38537,6CA4,6CAB,,38491,38537,6CA3,6CA2,,38499,38546,6C9A,6C99,,38516,38563,6CA4,6CAB,,38499,38546,6CA3,6CA2,,38516,38563,B6C3,B6C2,,38491,38537,6C92,6C91,,38516,38563,B6BB,B6C2,,38508,38554,B6DA,B6E1,,38474,38521,8D24,8D23,,38499,38546,6C9B,6C9A,,38483,38529,DB38,DB37,,38508,38554,6C97,6C96
239,38508,38554,B6D7,B6D6,,38508,38554,B6D8,B6DF,,38508,38554,B6EB,B6EA,,38516,38563,B6C5,B6C4,,38533,38579,B6B9,B6C0,,38516,38563,B6CE,B6CD,,38533,38579,FECE,FECD,,38508,38554,B6BA,B6B9,,38533,38579,FED1,FED8,,38533,38579,FECF,FED6,,38491,38537,DB3C,DB3B,,38516,38563,B6CF,B6CE,,38499,38546,23F7,23F6,,38524,38571,B6BF,B6BE
240,38524,38571,FECD,FECC,,38524,38571,FECE,FED5,,38524,38571,FEDF,FEDE,,38533,38579,FED6,FED5,,38550,38596,FED9,FEE0,,38533,38579,FED6,FED5,,38550,38596,6374,6373,,38524,38571,FEC5,FEC4,,38550,38596,6376,637D,,38550,38596,636C,6373,,38508,38554,23FB,23FA,,38533,38579,FEC5,FEC4,,38516,38563,6CA0,6C9F,,38541,38588,FED3,FED2
241,38541,38588,637D,637C,,38541,38588,637E,6385,,38541,38588,6386,6385,,38550,38596,6373,6372,,38566,38613,6380,6387,,38550,38596,637C,637B,,38566,38613,92C7,92C6,,38541,38588,6377,6376,,38566,38613,92C9,92D0,,38558,38604,92E6,92ED,,38524,38571,6CA4,6CA3,,38550,38596,6377,6376,,38524,38571,B6D4,B6D3,,38558,38604,6370,636F
242,38558,38604,92E5,92E4,,38558,38604,92EE,92F5,,38558,38604,92EE,92ED,,38566,38613,92D0,92CF,,38583,38630,92D1,92D8,,38566,38613,92CF,92CE,,38583,38630,DAB7,DAB6,,38558,38604,92C8,92C7,,38591,38638,DAB8,DABF,,38575,38621,DAAF,DAB6,,38541,38588,B6E1,B6E0,,38566,38613,DAAE,DAAD,,38550,38596,FECA,FEC9,,38575,38621,92C3,92C2
243,38575,38621,DABF,DABE,,38575,38621,DAC0,DAC7,,38575,38621,DABF,DABE,,38583,38630,DABF,DABE,,38600,38646,DAC1,DAC8,,38591,38638,DABF,DABE,,38600,38646,240F,240E,,38575,38621,DAAE,DAAD,,38600,38646,2408,240F,,38591,38638,23FD,2404,,38558,38604,FECE,FECD,,38575,38621,92E5,92E4,,38566,38613,637C,637B,,38591,38638,DAB3,DAB2
244,38591,38638,2404,2403,,38591,38638,240F,2416,,38591,38638,240D,240C,,38600,38646,2404,2403,,38617,38663,240F,2416,,38600,38646,240D,240C,,38617,38663,6D2C,6D2B,,38591,38638,2406,2405,,38625,38672,6D24,6D2B,,38617,38663,6D1B,6D22,,38583,38630,6380,637F,,38583,38630,DAAE,DAAD,,38583,38630,92E2,92E1,,38608,38655,240C,240B
245,38608,38655,6D2B,6D2A,,38608,38655,6D2D,6D34,,38608,38655,6D34,6D33,,38617,38663,6D2B,6D2A,,38633,38680,6D2D,6D34,,38617,38663,6D34,6D33,,38633,38680,36E6,36E5,,38608,38655,6D23,6D22,,38642,38688,36E8,36EF,,38625,38672,374A,3751,,38591,38638,#VALUE!,#VALUE!,,38600,38646,23FC,23FB,,38600,38646,DAB3,DAB2,,38625,38672,6D1F,6D1E
246,38633,38680,3751,3750,,38625,38672,375C,3763,,38625,38672,375A,3759,,38633,38680,36EF,36EE,,38650,38697,36E6,36ED,,38633,38680,36F8,36F7,,38650,38697,5AE1,5AE0,,38633,38680,36DD,36DC,,38650,38697,5AD0,5AD7,,38642,38688,5B0E,5B15,,38617,38663,DAB7,DAB6,,38608,38655,6D23,6D22,,38608,38655,240C,240B,,38642,38688,36E2,36E1
247,38650,38697,5B0D,5B0C,,38642,38688,5B0E,5B15,,38642,38688,5B1E,5B1D,,38650,38697,5AD7,5AD6,,38667,38713,5AE1,5AE8,,38650,38697,5AE9,5AE8,,38667,38713,A426,A425,,38642,38688,5ADB,5ADA,,38667,38713,A415,A41C,,38658,38705,A455,A45C,,38633,38680,240F,240E,,38625,38672,3748,3747,,38633,38680,6D1F,6D1E,,38658,38705,5ADD,5ADC
248,38658,38705,A452,A451,,38658,38705,A45E,A465,,38658,38705,A465,A464,,38667,38713,A41C,A41B,,38684,38730,A41D,A424,,38667,38713,A425,A424,,38684,38730,E807,E806,,38658,38705,A41D,A41C,,38684,38730,E7F7,E7FE,,38684,38730,E815,E81C,,38658,38705,6D2C,6D2B,,38650,38697,5B05,5B04,,38642,38688,374E,374D,,38675,38722,A419,A418
249,38684,38730,E81C,E81B,,38675,38722,E81D,E824,,38675,38722,E825,E824,,38684,38730,E7FE,E7FD,,38700,38747,E807,E80E,,38684,38730,E80F,E80E,,38700,38747,297E,297D,,38675,38722,E7F6,E7F5,,38700,38747,2976,297D,,38700,38747,2995,299C,,38667,38713,3752,3751,,38667,38713,A454,A453,,38667,38713,5B0A,5B09,,38692,38739,E7FB,E7FA
250,38700,38747,299E,299D,,38692,38739,299C,29A3,,38692,38739,29A9,29A8,,38700,38747,297D,297C,,38717,38764,2988,298F,,38700,38747,2986,2985,,38717,38764,72B2,72B1,,38692,38739,2981,2980,,38725,38772,72AA,72B1,,38709,38755,72C9,72D0,,38692,38739,5B0E,5B0D,,38675,38722,E814,E813,,38684,38730,A45C,A45B,,38709,38755,2978,2977
251,38709,38755,72CD,72CC,,38709,38755,72D0,72D7,,38709,38755,72D5,72D4,,38717,38764,72AF,72AE,,38734,38781,72B2,72B9,,38717,38764,72B1,72B0,,38734,38781,BC60,BC5F,,38717,38764,72A0,729F,,38734,38781,BC5B,BC62,,38734,38781,BC78,BC7F,,38700,38747,A453,A452,,38700,38747,2998,2997,,38700,38747,E822,E821,,38725,38772,72AD,72AC
252,38725,38772,BC81,BC80,,38725,38772,BC82,BC89,,38725,38772,BC80,BC7F,,38734,38781,BC69,BC68,,38750,38797,BC6A,BC71,,38734,38781,BC67,BC66,,38767,38814,0541,0540,,38725,38772,BC5A,BC59,,38767,38814,0537,053E,,38759,38806,0560,0567,,38717,38764,E826,E825,,38709,38755,72C7,72C6,,38717,38764,298E,298D,,38742,38789,BC66,BC65
253,38759,38806,055E,055D,,38759,38806,055C,0563,,38767,38814,0567,0566,,38767,38814,053F,053E,,38784,38831,054B,0552,,38767,38814,0547,0546,,38784,38831,4DCB,4DCA,,38759,38806,0534,0533,,38792,38839,4DB6,4DBD,,38784,38831,4DBD,4DC4,,38734,38781,2994,2993,,38734,38781,BC75,BC74,,38734,38781,72C2,72C1,,38784,38831,053D,053C
254,38776,38822,4DBF,4DBE,,38776,38822,4DC9,4DD0,,38776,38822,4DD2,4DD1,,38784,38831,4DC8,4DC7,,38801,38848,4DBB,4DC2,,38784,38831,4DD1,4DD0,,38801,38848,90A6,90A5,,38776,38822,4DC0,4DBF,,38801,38848,909E,90A5,,38792,38839,90B3,90BA,,38750,38797,72D0,72CF,,38759,38806,0556,0555,,38750,38797,BC7E,BC7D,,38792,38839,4DBA,4DB9
255,38792,38839,90C4,90C3,,38792,38839,90C3,90CA,,38792,38839,90CB,90CA,,38801,38848,909B,909A,,38817,38864,90A6,90AD,,38801,38848,90A4,90A3,,38817,38864,CDAF,CDAE,,38792,38839,909D,909C,,38817,38864,CDA7,CDAE,,38809,38856,CDA7,CDAE,,38767,38814,BC7B,BC7A,,38776,38822,4DC0,4DBF,,38784,38831,0565,0564,,38809,38856,9098,9097
256,38809,38856,CDB8,CDB7,,38809,38856,CDAF,CDB6,,38809,38856,CDB7,CDB6,,38817,38864,CDB6,CDB5,,38834,38881,CDB7,CDBE,,38817,38864,CDBF,CDBE,,38843,38889,1691,1690,,38809,38856,CDA6,CDA5,,38834,38881,167F,1686,,38826,38873,1689,1690,,38801,38848,055C,055B,,38801,38848,90BA,90B9,,38801,38848,4DBA,4DB9,,38826,38873,CDB3,CDB2
257,38826,38873,1693,1692,,38826,38873,1687,168E,,38826,38873,168F,168E,,38834,38881,1686,1685,,38851,38898,1694,169B,,38834,38881,1699,1698,,38851,38898,60CD,60CC,,38834,38881,1688,1687,,38851,38898,60D0,60D7,,38843,38889,60E2,60E9,,38817,38864,4DCB,4DCA,,38809,38856,CDA6,CDA5,,38817,38864,90B7,90B6,,38843,38889,168D,168C
258,38843,38889,60E9,60E8,,38843,38889,60F4,60FB,,38843,38889,60F2,60F1,,38851,38898,60CC,60CB,,38868,38915,60D6,60DD,,38851,38898,60D5,60D4,,38868,38915,A917,A916,,38843,38889,60CD,60CC,,38868,38915,A90F,A916,,38859,38906,A90F,A916,,38834,38881,90C5,90C4,,38826,38873,167E,167D,,38826,38873,CDAB,CDAA,,38859,38906,60D3,60D2
259,38859,38906,A913,A912,,38859,38906,A914,A91B,,38859,38906,A913,A912,,38868,38915,A90A,A909,,38893,38940,A914,A91B,,38868,38915,A91C,A91B,,38884,38931,F248,F247,,38868,38915,A902,A901,,38884,38931,F24A,F251,,38876,38923,F24A,F251,,38851,38898,CDAF,CDAE,,38851,38898,A90B,A90A,,38843,38889,168D,168C,,38876,38923,A910,A90F
260,38884,38931,F253,F252,,38876,38923,F254,F25B,,38876,38923,#VALUE!,#VALUE!,,38884,38931,F247,F246,,38901,38948,F254,F25B,,38893,38940,F25A,F259,,38901,38948,3C53,3C52,,38876,38923,F23F,F23E,,38901,38948,3C55,3C5C,,38893,38940,3C6C,3C73,,38876,38923,1694,1693,,38859,38906,60EB,60EA,,38868,38915,60F0,60EF,,38901,38948,F24E,F24D
261,38901,38948,3C6B,3C6A,,38893,38940,3C74,3C7B,,38893,38940,F25A,F259,,38901,38948,3C5C,3C5B,,38918,38965,3C5D,3C64,,38901,38948,3C65,3C64,,38918,38965,84BC,84BB,,38893,38940,3C54,3C53,,38918,38965,84BF,84C6,,38910,38957,84BC,84C3,,38884,38931,60F4,60F3,,38868,38915,A90B,A90A,,38876,38923,A907,A906,,38910,38957,3C5C,3C5B
262,38910,38957,84C4,84C3,,38910,38957,84C4,84CB,,38901,38948,3C6A,3C69,,38918,38965,84C6,84C5,,38935,38982,84C4,84CB,,38918,38965,84C4,84C3,,38935,38982,CDFD,CDFC,,38910,38957,84BE,84BD,,38935,38982,CDF6,CDFD,,38926,38973,CDEB,CDF2,,38901,38948,A90B,A90A,,38884,38931,F249,F248,,38893,38940,F244,F243,,38926,38973,84C3,84C2
263,38926,38973,CDFF,CDFE,,38926,38973,CDFD,CE04,,38918,38965,84C4,84C3,,38935,38982,CDF2,CDF1,,38951,38998,CDFE,CE05,,38935,38982,CDFB,CDFA,,38951,38998,6C3E,6C3D,,38926,38973,CDF4,CDF3,,38951,38998,6C37,6C3E,,38943,38990,6C2D,6C34,,38918,38965,F252,F251,,38901,38948,3C6B,3C6A,,38910,38957,3C68,3C67,,38943,38990,CDFC,CDFB
264,38943,38990,6C3D,6C3C,,38943,38990,6C35,6C3C,,38943,38990,CDFB,CDFA,,38951,38998,6C3E,6C3D,,38968,39015,6C35,6C3C,,38951,38998,6C3D,6C3C,,38968,39015,B579,B578,,38951,38998,6C35,6C34,,38968,39015,B571,B578,,38960,39007,B571,B578,,38935,38982,3C6C,3C6B,,38910,38957,84B3,84B2,,38935,38982,84C3,84C2,,38960,39007,6C31,6C30
265,38968,39015,B578,B577,,38960,39007,B582,B589,,38951,38998,6C3D,6C3C,,38968,39015,B578,B577,,38985,39032,B582,B589,,38968,39015,B581,B580,,38985,39032,FECB,FECA,,38960,39007,B570,B56F,,38993,39040,FECC,FED3,,38977,39024,FECC,FED3,,38951,38998,84C7,84C6,,38926,38973,CDF4,CDF3,,38951,38998,CDFC,CDFB,,38977,39024,B575,B574
266,38977,39024,FED3,FED2,,38977,39024,FED4,FEDB,,38968,39015,B581,B580,,38985,39032,FED3,FED2,,39002,39049,FECB,FED2,,38985,39032,FED3,FED2,,39002,39049,2815,2814,,38985,39032,FECB,FECA,,39002,39049,2816,281D,,38993,39040,2831,2838,,38968,39015,CDF3,CDF2,,38951,38998,6C2C,6C2B,,38968,39015,6C3B,6C3A,,38993,39040,FED0,FECF
267,38993,39040,2836,2835,,38993,39040,2836,283D,,38985,39032,FED3,FED2,,39002,39049,281D,281C,,39018,39065,281E,2825,,39002,39049,281D,281C,,39018,39065,4B59,4B58,,38993,39040,2818,2817,,39018,39065,4B41,4B48,,39010,39057,4B5D,4B64,,38985,39032,6C35,6C34,,38968,39015,B570,B56F,,38985,39032,B575,B574,,39010,39057,2811,2810
268,39010,39057,4B6B,4B6A,,39010,39057,4B6A,4B71,,39010,39057,2834,2833,,39018,39065,4B52,4B51,,39035,39082,4B54,4B5B,,39018,39065,4B5F,4B5E,,39035,39082,93BF,93BE,,39018,39065,4B46,4B45,,39035,39082,93AF,93B6,,39027,39074,93AF,93B6,,39010,39057,B581,B580,,38985,39032,FECB,FECA,,39002,39049,FED0,FECF,,39027,39074,4B4A,4B49
269,39027,39074,93BE,93BD,,39027,39074,93B8,93BF,,39018,39065,4B74,4B73,,39035,39082,93BE,93BD,,39052,39099,93B8,93BF,,39035,39082,93C6,93C5,,39052,39099,DD1E,DD1D,,39027,39074,93AC,93AB,,39052,39099,DD1C,DD23,,39043,39091,DD33,DD3A,,39018,39065,FECB,FECA,,38993,39040,2830,282F,,39018,39065,2828,2827,,39043,39091,93B3,93B2
270,39043,39091,DD3D,DD3C,,39043,39091,DD3B,DD42,,39035,39082,93C6,93C5,,39052,39099,DD1A,DD19,,39069,39116,DD26,DD2D,,39052,39099,DD2E,DD2D,,39085,39133,8889,8888,,39043,39091,DD10,DD0F,,39085,39133,8881,8888,,39077,39124,888E,8895,,39035,39082,282C,282B,,39018,39065,4B5D,4B5C,,39027,39074,4B61,4B60,,39060,39107,DD17,DD16
271,39077,39124,8888,8887,,39077,39124,8894,889B,,39052,39099,DD45,DD44,,39085,39133,8893,8892,,39102,39149,8894,889B,,39094,39141,889C,889B,,39102,39149,BF21,BF20,,39085,39133,8880,887F,,39102,39149,BF1C,BF23,,39102,39149,BF1C,BF23,,39052,39099,4B71,4B70,,39035,39082,93AC,93AB,,39043,39091,93B3,93B2,,39094,39141,8890,888F
272,39094,39141,BF22,BF21,,39094,39141,BF2C,BF33,,39085,39133,889C,889B,,39102,39149,BF30,BF2F,,39119,39166,BF2C,BF33,,39102,39149,BF28,BF27,,39119,39166,0AA5,0AA4,,39102,39149,BF23,BF22,,39119,39166,0AAE,0AB5,,39110,39158,0AC4,0ACB,,39077,39124,93BF,93BE,,39052,39099,DD36,DD35,,39069,39116,DD2F,DD2E,,39110,39158,BF2A,BF29
273,39110,39158,0AD1,0AD0,,39110,39158,0ACA,0AD1,,39102,39149,BF28,BF27,,39119,39166,0AB3,0AB2,,39136,39183,0AAB,0AB2,,39127,39174,0AB3,0AB2,,39136,39183,533B,533A,,39110,39158,0AA5,0AA4,,39136,39183,5334,533B,,39127,39174,532C,5333,,39085,39133,DD32,DD31,,39077,39124,888D,888C,,39102,39149,8890,888F,,39127,39174,0AB1,0AB0
274,39127,39174,5333,5332,,39127,39174,5332,5339,,39119,39166,0ADA,0AD9,,39136,39183,5333,5332,,39152,39200,533D,5344,,39136,39183,5344,5343,,39152,39200,9CE1,9CE0,,39127,39174,5328,5327,,39152,39200,9CD8,9CDF,,39144,39191,9CD8,9CDF,,39119,39166,8889,8888,,39094,39141,BF23,BF22,,39110,39158,BF2A,BF29,,39144,39191,532C,532B
275,39144,39191,9CD3,9CD2,,39144,39191,9CDE,9CE5,,39136,39183,5344,5343,,39152,39200,9CD3,9CD2,,39177,39225,9CD8,9CDF,,39152,39200,9CE0,9CDF,,39169,39216,E672,E671,,39144,39191,9CD4,9CD3,,39169,39216,E674,E67B,,39161,39208,E68C,E693,,39136,39183,BF21,BF20,,39119,39166,0AC1,0AC0,,39136,39183,0ACE,0ACD,,39161,39208,9CDB,9CDA
276,39161,39208,E686,E685,,39161,39208,E68A,E691,,39161,39208,9CE0,9CDF,,39169,39216,E671,E670,,39186,39233,E672,E679,,39169,39216,E688,E687,,39186,39233,2F39,2F38,,39161,39208,E669,E668,,39186,39233,2F32,2F39,,39177,39225,2F29,2F30,,39152,39200,0ACC,0ACB,,39136,39183,9CD4,9CD3,,39144,39191,532C,532B,,39177,39225,E66F,E66E
277,39177,39225,2F30,2F2F,,39177,39225,2F30,2F37,,39169,39216,E69C,E69B,,39186,39233,2F1C,2F1B,,39203,39250,2F1C,2F23,,39186,39233,2F3F,2F3E,,39203,39250,6CF9,6CF8,,39177,39225,2F27,2F26,,39211,39258,6CF1,6CF8,,39194,39241,6CF1,6CF8,,39177,39225,5334,5333,,39144,39191,5336,5335,,39169,39216,9CDB,9CDA,,39194,39241,2F22,2F21
278,39194,39241,6CF8,6CF7,,39186,39233,2F1C,2F23,,39186,39233,2F3F,2F3E,,39203,39250,6D04,6D03,,39219,39267,6CF9,6D00,,39203,39250,#VALUE!,#VALUE!,,39219,39267,C19D,C19C,,39194,39241,#VALUE!,#VALUE!,,39219,39267,C19F,C1A6,,39211,39258,C19F,C1A6,,39186,39233,9CD8,9CD7,,39152,39200,9CD4,9CD3,,39177,39225,E684,E683,,39211,39258,6CF5,6CF4
279,39211,39258,C1A5,C1A4,,39194,39241,6CF9,6D00,,39203,39250,6D01,6D00,,39219,39267,C19C,C19B,,39236,39283,C19F,C1A6,,39228,39275,C1A7,C1A6,,39236,39283,035E,035D,,39219,39267,C19C,C19B,,39236,39283,0358,035F,,39228,39275,0358,035F,,39211,39258,E68C,E68B,,39161,39208,E688,E687,,39203,39250,2F2C,2F2B,,39228,39275,C1A3,C1A2
280,39228,39275,035D,035C,,39211,39258,C19F,C1A6,,39219,39267,C1A7,C1A6,,39236,39283,035F,035E,,39253,39300,0357,035E,,39244,39292,0369,0368,,39253,39300,416C,416B,,39236,39283,0355,0354,,39253,39300,415A,4161,,39244,39292,415A,4161,,39219,39267,2F31,2F30,,39177,39225,2F35,2F34,,39211,39258,6CFF,6CFE,,39244,39292,035A,0359
281,39244,39292,416E,416D,,39228,39275,035E,0365,,39236,39283,0366,0365,,39253,39300,416E,416D,,39270,39317,416F,4176,,39261,39309,416A,4169,,39270,39317,DE48,DE47,,39253,39300,4159,4158,,39270,39317,DE40,DE47,,39261,39309,DE54,DE5B,,39236,39283,6D03,6D02,,39194,39241,6CF0,6CEF,,39236,39283,C19A,C199,,39270,39317,4168,4167
282,39261,39309,DE5B,DE5A,,39244,39292,416F,4176,,39253,39300,4232,4231,,39270,39317,DE47,DE46,,39286,39334,DE55,DE5C,,39278,39325,DE50,DE4F,,39286,39334,569A,5699,,39270,39317,DE3F,DE3E,,39295,39342,5692,5699,,39278,39325,56C8,56CF,,39253,39300,C19D,C19C,,39219,39267,C19C,C19B,,39253,39300,035A,0359,,39278,39325,DE4F,DE4E
283,39278,39325,56D0,56CF,,39261,39309,DE69,DE70,,39261,39309,416A,4169,,39286,39334,5692,5691,,39303,39350,569A,56A1,,39295,39342,56A2,56A1,,39303,39350,84B1,84B0,,39286,39334,5698,5697,,39303,39350,84B3,84BA,,39295,39342,84DF,84E6,,39270,39317,035E,035D,,39228,39275,0355,0354,,39270,39317,4168,4167,,39295,39342,568F,568E
284,39295,39342,84E6,84E5,,39278,39325,56CA,56D1,,39270,39317,DE64,DE63,,39303,39350,84B0,84AF,,39320,39367,84BB,84C2,,39311,39359,84C3,84C2,,39320,39367,CDC9,CDC8,,39303,39350,84A8,84A7,,39320,39367,CDCD,CDD4,,39311,39359,CDF8,CDFF,,39286,39334,416C,416B,,39244,39292,4159,4158,,39286,39334,DE63,DE62,,39311,39359,84AD,84AC
285,39311,39359,CE0C,CE0B,,39295,39342,84F0,84F7,,39286,39334,56D2,56D1,,39320,39367,CDD3,CDD2,,39336,39384,CDD4,CDDB,,39328,39376,CDD1,CDD0,,39336,39384,0A4E,0A4D,,39328,39376,CDCB,CDCA,,39336,39384,0A4B,0A52,,39328,39376,0A46,0A4D,,39303,39350,DE5C,DE5B,,39261,39309,DE53,DE52,,39303,39350,56CC,56CB,,39328,39376,CDC5,CDC4
286,39328,39376,0A4C,0A4B,,39311,39359,CE0A,CE11,,39303,39350,84FA,84F9,,39336,39384,0A54,0A53,,39353,39401,0A4C,0A53,,39345,39392,0A52,0A51,,39353,39401,53D8,53D7,,39336,39384,0A4B,0A4A,,39353,39401,53C6,53CD,,39345,39392,53FD,5404,,39320,39367,56D0,56CF,,39286,39334,56C1,56C0,,39320,39367,84EE,84ED,,39345,39392,0A52,0A51
287,39345,39392,5401,5400,,39328,39376,0A4C,0A53,,39320,39367,CE08,CE07,,39353,39401,53CD,53CC,,39370,39417,53CE,53D5,,39362,39409,53E2,53E1,,39370,39417,9D64,9D63,,39353,39401,53C5,53C4,,39370,39417,9D5C,9D63,,39362,39409,9D92,9D99,,39336,39384,84F0,84EF,,39295,39342,84DE,84DD,,39336,39384,CDFC,CDFB,,39362,39409,53CB,53CA
288,39362,39409,9D98,9D97,,39345,39392,5405,540C,,39336,39384,0A53,0A52,,39370,39417,9D5A,9D59,,39387,39434,9D61,9D68,,39378,39426,9D63,9D62,,39403,39451,E43E,E43D,,39370,39417,9D5B,9D5A,,39403,39451,E435,E43C,,39395,39443,E42A,E431,,39353,39401,CE0A,CE09,,39311,39359,CE01,CE00,,39353,39401,0A52,0A51,,39378,39426,9D58,9D57
289,39395,39443,E43E,E43D,,39362,39409,9D9B,9DA2,,39353,39401,5416,5415,,39403,39451,E43C,E43B,,39420,39468,E433,E43A,,39412,39459,E435,E434,,39420,39468,2CA9,2CA8,,39403,39451,E42F,E42E,,39420,39468,2CA4,2CAB,,39412,39459,2CA1,2CA8,,39370,39417,0A4E,0A4D,,39328,39376,0A43,0A42,,39370,39417,540C,540B,,39412,39459,E42B,E42A
290,39412,39459,2CA8,2CA7,,39395,39443,E433,E43A,,39370,39417,9D9A,9D99,,39420,39468,2C9E,2C9D,,39437,39485,2CA8,2CAF,,39429,39476,2CB1,2CB0,,39437,39485,75D0,75CF,,39420,39468,2C96,2C95,,39437,39485,75C9,75D0,,39429,39476,75C9,75D0,,39387,39434,540E,540D,,39345,39392,53FA,53F9,,39378,39426,9D8D,9D8C,,39429,39476,2C9C,2C9B
291,39429,39476,75CF,75CE,,39412,39459,2CA8,2CAF,,39403,39451,E435,E434,,39437,39485,75CF,75CE,,39454,39501,75D9,75E0,,39445,39493,75E2,75E1,,39454,39501,A0A8,A0A7,,39437,39485,75D5,75D4,,39454,39501,A094,A09B,,39445,39493,A09D,A0A4,,39403,39451,9D91,9D90,,39362,39409,9D8E,9D8D,,39420,39468,E43A,E439,,39445,39493,75CD,75CC
292,39445,39493,A0A5,A0A4,,39429,39476,75D9,75E0,,39420,39468,2CA5,2CA4,,39454,39501,A0A5,A0A4,,39470,39518,A09C,A0A3,,39462,39510,A0A4,A0A3,,39470,39518,EE8B,EE8A,,39454,39501,A09D,A09C,,39470,39518,EE79,EE80,,39462,39510,EE79,EE80,,39437,39485,E43E,E43D,,39403,39451,E429,E428,,39429,39476,2C9C,2C9B,,39462,39510,A0A4,A0A3
293,39462,39510,EE80,EE7F,,39445,39493,A09C,A0A3,,39437,39485,75D9,75D8,,39470,39518,EE80,EE7F,,39487,39535,EE81,EE88,,39479,39526,EE89,EE88,,39487,39535,374D,374C,,39470,39518,EE80,EE7F,,39496,39543,3746,374D,,39479,39526,#VALUE!,#VALUE!,,39454,39501,2CA9,2CA8,,39420,39468,75D0,75CF,,39454,39501,75CD,75CC,,39479,39526,EE7D,EE7C
294,39479,39526,374C,374B,,39462,39510,EE81,EE88,,39454,39501,A0A4,A0A3,,39487,39535,374C,374B,,39504,39552,374D,3754,,39496,39543,3755,3754,,39512,39560,8074,8073,,39487,39535,3744,3743,,39504,39552,806C,8073,,39504,39552,806C,8073,,39470,39518,75D0,75CF,,39429,39476,2C96,2C95,,39462,39510,A0A1,A0A0,,39496,39543,3749,3748
295,39496,39543,8073,8072,,39479,39526,374D,3754,,39470,39518,EE89,EE88,,39504,39552,8073,8072,,39521,39568,807E,8085,,39512,39560,8084,8083,,39521,39568,01BE,01BD,,39512,39560,8075,8074,,39521,39568,01A9,01B0,,39521,39568,01E0,01E7,,39487,39535,A0A8,A0A7,,39437,39485,75D0,75CF,,39479,39526,EE7D,EE7C,,39512,39560,8078,8077
296,39512,39560,01E7,01E6,,39496,39543,807E,8085,,39487,39535,3755,3754,,39521,39568,01B0,01AF,,39537,39585,01B1,01B8,,39529,39577,01C6,01C5,,39537,39585,380F,380E,,39521,39568,01B5,01B4,,39537,39585,37FE,3805,,39537,39585,383F,3846,,39504,39552,EE81,EE80,,39454,39501,A09D,A09C,,39504,39552,3749,3748,,39529,39577,01B5,01B4
297,39529,39577,3846,3845,,39512,39560,01E8,01EF,,39512,39560,8084,8083,,39537,39585,380E,380D,,39554,39602,380F,3816,,39546,39594,380E,380D,,39554,39602,8127,8126,,39546,39594,3807,3806,,39554,39602,811F,8126,,39554,39602,8154,815B,,39521,39568,374D,374C,,39470,39518,EE80,EE7F,,39512,39560,8078,8077,,39546,39594,380C,380B
298,39546,39594,8165,8164,,39529,39577,383B,3842,,39521,39568,01FE,01FD,,39554,39602,812F,812E,,39571,39619,8131,8138,,39563,39610,812F,812E,,39571,39619,CAE1,CAE0,,39554,39602,8128,8127,,39571,39619,CAD9,CAE0,,39571,39619,CB05,CB0C,,39537,39585,8074,8073,,39487,39535,3744,3743,,39537,39585,01E4,01E3,,39563,39610,8123,8122
299,39563,39610,CB14,CB13,,39546,39594,815C,8163,,39537,39585,384D,384C,,39571,39619,CADE,CADD,,39588,39635,CAD6,CADD,,39579,39627,CAE7,CAE6,,39588,39635,688A,6889,,39579,39627,CACD,CACC,,39588,39635,6882,6889,,39588,39635,689A,68A1,,39554,39602,01F6,01F5,,39504,39552,8075,8074,,39554,39602,3837,3836,,39579,39627,CAD2,CAD1
